sentenceID,codeID
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/importer/fileformat/MrDLibImporter.java
_MFIzMEl4Ee243f2e4VWs6w,src/main/java/org/jabref/model/openoffice/style/CompareCitation.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/importer/CompositeIdFetcher.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/util/DefaultFileUpdateMonitor.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/layout/format/RisMonth.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/layout/format/Default.java
_MFIzMEl4Ee243f2e4VWs6w,src/test/java/org/jabref/model/groups/GroupTreeNodeTest.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/importer/fetcher/isbntobibtex/OpenLibraryIsbnFetcher.java
_He3LoEl4Ee243f2e4VWs6w,src/test/java/org/jabref/logic/util/UpdateFieldTest.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/entryeditor/OptionalFieldsTab.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/util/FieldsUtil.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/database/DatabaseMerger.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/openoffice/style/OOFormatBibliography.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/openoffice/style/OOProcess.java
_Coy0kEl4Ee243f2e4VWs6w,src/test/java/org/jabref/gui/util/comparator/RankingFieldComparatorTest.java
_MFIzMEl4Ee243f2e4VWs6w,src/test/java/org/jabref/model/entry/MonthTest.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/cleanup/DoiCleanup.java
_MFIzMEl4Ee243f2e4VWs6w,src/main/java/org/jabref/model/entry/field/StandardField.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/autocompleter/ContentSelectorSuggestionProvider.java
_Coy0kEl4Ee243f2e4VWs6w,src/test/java/org/jabref/gui/preview/CopyCitationActionTest.java
_He3LoEl4Ee243f2e4VWs6w,src/test/java/org/jabref/logic/importer/fetcher/transformers/ArXivQueryTransformerTest.java
_He3LoEl4Ee243f2e4VWs6w,src/test/java/org/jabref/logic/importer/fileformat/CustomImporterTest.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/shared/DBMSProcessor.java
_He3LoEl4Ee243f2e4VWs6w,src/test/java/org/jabref/logic/integrity/NoteCheckerTest.java
_MFIzMEl4Ee243f2e4VWs6w,src/main/java/org/jabref/model/database/event/ChangePropagation.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/preferences/citationkeypattern/CitationKeyPatternTab.java
_EBiwMEl4Ee243f2e4VWs6w,src/main/java/org/jabref/cli/Launcher.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/edit/OpenBrowserAction.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/util/uithreadaware/UiThreadBinding.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/bst/util/BstNameFormatter.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/layout/format/Ordinal.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/integrity/CitationKeyDuplicationChecker.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/edit/automaticfiededitor/AutomaticFieldEditorViewModel.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/preferences/general/GeneralTab.java
_He3LoEl4Ee243f2e4VWs6w,src/test/java/org/jabref/logic/exporter/OpenOfficeDocumentCreatorTest.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/openoffice/OpenOfficePreferences.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/push/PushToLyx.java
_He3LoEl4Ee243f2e4VWs6w,src/test/java/org/jabref/logic/importer/WebFetchersTest.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/importer/FetcherException.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/exporter/BibtexDatabaseWriter.java
_He3LoEl4Ee243f2e4VWs6w,src/main/java/org/jabref/logic/shared/DBMSConnectionProperties.java
_Coy0kEl4Ee243f2e4VWs6w,src/main/java/org/jabref/gui/menus/FileHistoryMenu.java
_MFIzMEl4Ee243f2e4VWs6w,src/main/java/org/jabref/model/openoffice/rangesort/FunctionalTextViewCursor.java
_He3LoEl4Ee243f2e4VWs6w,src/test/java/org/jabref/logic/cleanup/TimeStampToModificationDateTest.java
_MFIzMEl4Ee243f2e4VWs6w,src/main/java/org/jabref/model/search/matchers/MatcherSets.java
